age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,poutcome,deposit,p_recency
50,blue-collar,married,unknown,no,605,yes,no,unknown,15,may,200,unknown,no,None
58,blue-collar,married,secondary,no,1457,yes,no,cellular,8,jul,144,unknown,no,None
38,management,married,tertiary,no,1617,yes,no,cellular,16,apr,691,unknown,no,None
57,technician,married,secondary,no,29207,yes,no,telephone,21,nov,232,unknown,no,None
31,blue-collar,married,secondary,no,812,yes,no,cellular,23,sep,245,unknown,no,None
26,admin.,single,secondary,no,1327,no,no,cellular,30,mar,171,unknown,no,None
30,admin.,married,secondary,no,482,no,no,cellular,23,apr,86,unknown,no,None
49,blue-collar,married,secondary,no,134,yes,yes,unknown,27,may,265,unknown,no,None
36,blue-collar,married,primary,no,347,no,no,cellular,4,feb,167,unknown,no,None
55,blue-collar,divorced,primary,no,410,no,yes,cellular,11,jul,221,unknown,no,None
36,management,single,tertiary,no,-38,yes,no,unknown,14,may,784,unknown,no,None
30,technician,divorced,secondary,no,3100,yes,no,unknown,21,may,154,unknown,no,None
36,services,married,secondary,no,0,yes,yes,cellular,15,jul,201,unknown,no,None
50,self-employed,married,secondary,no,1138,no,no,cellular,14,aug,219,unknown,no,None
53,unknown,married,unknown,no,0,no,no,cellular,25,aug,209,unknown,no,None
39,services,married,secondary,no,304,yes,yes,unknown,9,may,323,unknown,no,None
31,technician,married,tertiary,no,313,yes,no,cellular,27,aug,114,unknown,no,None
49,blue-collar,married,primary,no,1898,no,no,cellular,21,aug,159,unknown,no,None
45,blue-collar,married,primary,no,4696,no,no,unknown,17,jun,99,unknown,no,None
30,management,single,secondary,no,135,no,no,cellular,14,aug,112,unknown,no,None
47,self-employed,married,primary,no,574,yes,no,cellular,20,nov,137,unknown,no,None
35,technician,married,tertiary,no,703,no,no,cellular,20,apr,169,unknown,no,None
41,management,single,tertiary,no,0,no,no,cellular,7,aug,91,unknown,no,None
35,unemployed,married,secondary,no,1,yes,no,cellular,28,jul,173,unknown,no,None
60,retired,married,primary,no,55,no,no,cellular,4,jun,207,unknown,no,None
58,technician,married,secondary,no,786,yes,no,unknown,7,may,165,unknown,no,None
28,management,married,tertiary,no,22,yes,no,cellular,31,jul,59,unknown,no,None
57,unemployed,married,secondary,no,890,no,no,cellular,5,feb,343,unknown,no,None
35,management,married,tertiary,no,451,yes,no,cellular,17,apr,220,unknown,no,None
54,admin.,married,tertiary,no,59,yes,no,cellular,10,jul,268,unknown,no,None
31,management,single,tertiary,no,15,no,no,cellular,11,aug,119,unknown,no,None
32,blue-collar,single,secondary,no,15341,no,no,unknown,21,may,738,unknown,no,None
56,admin.,single,secondary,no,-273,no,no,cellular,8,jul,119,unknown,no,None
35,self-employed,married,tertiary,yes,28,no,yes,cellular,8,jul,259,unknown,no,None
33,blue-collar,married,secondary,no,58,no,no,unknown,16,may,144,unknown,no,None
46,management,single,secondary,no,244,yes,no,unknown,15,may,244,unknown,no,None
35,services,married,secondary,no,0,no,no,unknown,9,jun,115,unknown,no,None
49,admin.,married,secondary,no,880,yes,yes,cellular,18,may,22,unknown,no,None
56,management,divorced,tertiary,no,-141,no,no,cellular,28,jul,101,unknown,no,None
33,blue-collar,single,primary,no,447,yes,no,unknown,9,may,180,unknown,no,None
37,entrepreneur,married,primary,no,62,no,no,cellular,31,jul,404,unknown,no,None
30,blue-collar,single,secondary,no,148,no,no,cellular,2,apr,206,unknown,no,None
34,admin.,single,secondary,no,79,yes,no,cellular,28,jul,219,unknown,no,None
29,blue-collar,single,secondary,no,9,yes,no,cellular,11,may,262,unknown,no,None
32,management,married,tertiary,no,578,no,yes,cellular,22,jul,29,unknown,no,None
29,blue-collar,married,primary,no,-382,yes,no,cellular,28,jul,35,unknown,no,None
50,blue-collar,married,primary,no,888,no,yes,telephone,10,jul,160,unknown,no,None
58,technician,single,secondary,no,382,no,no,cellular,13,aug,460,unknown,no,None
30,management,married,tertiary,no,1390,no,no,cellular,20,aug,552,unknown,no,None
52,entrepreneur,married,primary,no,-104,no,yes,cellular,10,jul,124,unknown,no,None
39,management,married,tertiary,no,22,yes,no,unknown,2,jun,493,unknown,no,None
51,technician,married,secondary,no,130,no,no,cellular,22,aug,547,unknown,no,None
38,admin.,single,secondary,no,77,no,no,cellular,20,nov,441,unknown,no,None
30,self-employed,single,secondary,no,1031,no,no,unknown,20,oct,7,unknown,no,None
52,management,divorced,primary,no,92,no,yes,cellular,16,jul,469,unknown,no,None
40,technician,married,tertiary,no,1063,yes,yes,cellular,19,aug,264,unknown,no,None
37,technician,married,secondary,no,0,yes,yes,cellular,15,jul,101,unknown,no,None
30,blue-collar,married,secondary,no,282,yes,yes,unknown,23,may,148,unknown,no,None
51,management,married,tertiary,no,1394,yes,no,cellular,5,aug,115,unknown,no,None
27,technician,single,secondary,no,16,no,no,unknown,19,may,193,unknown,no,None
35,blue-collar,married,secondary,no,975,yes,no,cellular,16,jul,102,unknown,no,None
47,admin.,married,tertiary,no,12276,no,no,unknown,20,jun,77,unknown,no,None
52,admin.,married,secondary,no,1648,yes,no,cellular,19,nov,172,unknown,no,None
54,blue-collar,married,secondary,no,1070,no,no,cellular,18,nov,373,unknown,no,None
59,housemaid,married,secondary,no,1040,no,no,cellular,5,aug,123,unknown,no,None
51,blue-collar,married,secondary,no,50,yes,yes,unknown,6,may,121,unknown,no,None
32,management,married,tertiary,no,62,yes,no,telephone,13,nov,45,unknown,no,None
42,blue-collar,married,secondary,no,-755,yes,yes,unknown,2,jun,312,unknown,no,None
46,blue-collar,married,secondary,no,4707,yes,no,unknown,23,may,93,unknown,no,None
30,technician,single,secondary,no,925,no,no,cellular,20,nov,240,unknown,no,None
42,management,divorced,primary,no,0,yes,no,cellular,19,nov,73,unknown,no,None
39,blue-collar,married,primary,no,867,yes,no,unknown,7,may,481,unknown,no,None
31,management,single,tertiary,no,-201,yes,no,cellular,22,aug,81,unknown,no,None
35,blue-collar,married,secondary,no,120,yes,no,unknown,28,may,245,unknown,no,None
34,admin.,married,secondary,no,61,no,yes,unknown,5,may,21,unknown,no,None
42,technician,divorced,secondary,no,0,yes,no,unknown,28,may,471,unknown,no,None
57,management,married,primary,no,687,yes,yes,telephone,21,jul,107,unknown,no,None
38,management,single,tertiary,no,38,no,no,cellular,20,aug,105,unknown,no,None
46,management,married,secondary,no,-27,yes,no,cellular,6,may,289,unknown,no,None
48,management,married,tertiary,no,2498,no,no,cellular,14,aug,98,unknown,no,None
33,technician,married,secondary,no,390,no,no,cellular,13,aug,460,unknown,no,None
59,admin.,single,secondary,no,-423,yes,yes,cellular,20,apr,84,unknown,no,None
23,technician,single,secondary,no,1587,yes,yes,cellular,14,may,502,unknown,no,None
37,blue-collar,married,secondary,no,288,yes,no,cellular,5,may,159,unknown,no,None
44,blue-collar,divorced,secondary,no,-222,yes,no,unknown,27,may,112,unknown,no,None
37,blue-collar,single,secondary,no,197,yes,no,unknown,16,may,251,unknown,no,None
28,services,single,secondary,no,159,yes,no,telephone,12,may,345,unknown,no,None
39,technician,single,secondary,no,681,yes,no,unknown,5,jun,170,unknown,no,None
57,retired,divorced,primary,yes,0,no,yes,cellular,24,jul,125,unknown,no,None
38,blue-collar,single,unknown,no,495,yes,no,unknown,8,may,297,unknown,no,None
60,blue-collar,married,secondary,no,414,no,no,cellular,4,feb,147,unknown,no,None
38,management,divorced,tertiary,no,151,yes,no,cellular,17,jul,50,unknown,no,None
26,student,single,secondary,no,2572,yes,no,cellular,5,may,620,unknown,no,None
32,blue-collar,married,secondary,no,320,yes,no,unknown,6,may,198,unknown,no,None
35,management,single,tertiary,no,304,yes,no,cellular,19,nov,274,unknown,no,None
30,management,single,secondary,no,1299,no,no,cellular,14,aug,515,unknown,no,None
36,blue-collar,married,secondary,no,537,no,yes,cellular,7,jul,206,unknown,no,None
34,admin.,single,secondary,no,1581,yes,yes,unknown,20,may,52,unknown,no,None
28,blue-collar,married,secondary,no,708,yes,no,unknown,6,jun,339,unknown,no,None
37,blue-collar,married,primary,no,178,yes,yes,unknown,9,jun,72,unknown,no,None
31,services,single,secondary,no,671,yes,no,unknown,7,may,193,unknown,no,None
34,blue-collar,married,primary,no,3,yes,no,telephone,8,may,26,unknown,no,None
28,technician,single,secondary,no,981,yes,no,cellular,24,jul,225,unknown,no,None
38,technician,married,tertiary,no,1042,yes,no,cellular,4,feb,419,unknown,no,None
80,retired,married,primary,no,1021,no,no,telephone,26,feb,37,unknown,no,None
59,retired,married,secondary,no,1035,yes,yes,cellular,5,aug,223,unknown,no,None
29,blue-collar,single,tertiary,no,98,no,no,cellular,10,aug,170,unknown,no,None
39,technician,married,secondary,no,24,yes,no,cellular,28,jan,79,unknown,no,None
30,technician,single,secondary,no,486,no,no,cellular,28,jan,335,unknown,no,None
41,services,divorced,secondary,no,727,yes,no,cellular,11,may,246,unknown,no,None
48,technician,married,secondary,no,-205,yes,yes,cellular,9,jul,112,unknown,no,None
26,blue-collar,married,secondary,no,895,yes,no,cellular,4,feb,820,unknown,no,None
55,admin.,married,primary,no,319,no,no,cellular,21,nov,124,unknown,no,None
36,admin.,single,secondary,no,206,yes,no,unknown,8,may,183,unknown,no,None
31,services,married,secondary,no,-414,yes,no,cellular,6,may,1369,unknown,no,None
35,blue-collar,married,primary,yes,-1489,yes,yes,unknown,29,may,177,unknown,no,None
30,management,married,tertiary,no,0,no,no,cellular,7,aug,74,unknown,no,None
32,management,married,tertiary,no,927,no,no,cellular,8,oct,282,unknown,no,None
43,blue-collar,divorced,primary,no,515,yes,no,cellular,18,nov,182,unknown,no,None
49,technician,married,secondary,no,308,no,no,cellular,27,jul,266,unknown,no,None
34,blue-collar,married,secondary,no,808,yes,yes,cellular,17,jul,20,unknown,no,None
27,blue-collar,single,primary,no,431,yes,no,unknown,15,may,286,unknown,no,None
31,admin.,single,secondary,no,396,yes,no,unknown,19,may,104,unknown,no,None
40,admin.,married,secondary,no,-253,yes,no,cellular,9,jul,177,unknown,no,None
39,services,married,secondary,no,0,yes,no,unknown,20,may,793,unknown,no,None
19,student,single,unknown,no,60,no,no,cellular,14,aug,253,unknown,no,None
38,technician,divorced,tertiary,no,791,yes,no,unknown,26,may,89,unknown,no,None
62,blue-collar,married,primary,no,1381,no,no,cellular,19,oct,1020,unknown,no,None
27,services,married,secondary,no,0,yes,no,cellular,23,jul,198,unknown,no,None
40,technician,married,secondary,no,-28,yes,yes,unknown,30,may,289,unknown,no,None
56,management,married,tertiary,no,412,no,no,telephone,20,nov,179,unknown,no,None
33,management,married,tertiary,no,310,no,no,cellular,29,aug,179,unknown,no,None
52,blue-collar,married,secondary,no,1319,no,no,telephone,30,apr,37,unknown,no,None
33,blue-collar,married,secondary,no,0,yes,yes,cellular,28,jul,83,unknown,no,None
38,services,married,secondary,no,-314,yes,no,unknown,28,may,66,unknown,no,None
27,services,married,secondary,no,511,yes,no,unknown,30,jun,85,unknown,no,None
54,retired,married,secondary,no,-152,yes,yes,unknown,26,may,14,unknown,no,None
35,admin.,married,secondary,no,907,no,yes,unknown,2,jul,97,unknown,no,None
41,blue-collar,single,primary,no,22,yes,no,unknown,14,may,152,unknown,no,None
28,blue-collar,single,secondary,no,0,no,yes,cellular,31,jul,11,unknown,no,None
42,technician,married,secondary,no,2,no,no,unknown,29,may,249,unknown,no,None
35,technician,single,secondary,no,144,no,no,cellular,22,jul,163,unknown,no,None
46,technician,divorced,secondary,no,1,yes,yes,unknown,26,may,200,unknown,no,None
31,self-employed,single,secondary,no,762,no,no,cellular,11,aug,312,unknown,no,None
48,self-employed,married,tertiary,no,16,yes,yes,cellular,18,nov,214,unknown,no,None
38,technician,married,secondary,no,20,no,no,cellular,2,feb,147,unknown,no,None
47,services,married,secondary,no,2070,yes,yes,unknown,26,may,136,unknown,no,None
48,management,married,tertiary,no,308,yes,no,cellular,14,jul,125,unknown,no,None
57,technician,married,unknown,no,1617,yes,no,unknown,7,may,96,unknown,no,None
30,admin.,married,secondary,no,39,yes,no,cellular,28,jul,101,unknown,no,None
39,blue-collar,married,primary,no,332,yes,no,unknown,8,may,277,unknown,no,None
31,management,single,tertiary,no,713,no,no,cellular,28,aug,162,unknown,no,None
44,blue-collar,married,secondary,no,2885,yes,no,unknown,30,may,63,unknown,no,None
38,services,married,secondary,no,968,yes,no,cellular,6,apr,272,unknown,no,None
58,unknown,married,tertiary,no,4150,no,no,unknown,6,jun,363,unknown,no,None
42,management,married,tertiary,no,687,no,no,cellular,11,aug,667,unknown,no,None
33,management,married,secondary,no,333,no,no,cellular,28,aug,80,unknown,no,None
55,retired,married,primary,no,1821,no,no,cellular,8,aug,224,unknown,no,None
34,blue-collar,married,secondary,no,-436,yes,no,unknown,26,may,317,unknown,no,None
30,unknown,single,unknown,no,6929,no,no,cellular,19,nov,341,unknown,no,None
35,technician,single,secondary,no,126,no,no,cellular,22,aug,112,unknown,no,None
56,retired,married,secondary,no,878,no,no,unknown,20,jun,123,unknown,no,None
39,self-employed,divorced,secondary,no,0,yes,no,unknown,23,may,210,unknown,no,None
36,admin.,married,secondary,no,110,yes,no,telephone,4,feb,185,unknown,no,None
35,self-employed,married,secondary,no,28,no,yes,unknown,2,jul,159,unknown,no,None
28,unemployed,single,primary,no,236,no,no,cellular,6,feb,460,unknown,no,None
37,technician,married,secondary,no,2707,yes,no,telephone,16,jul,109,unknown,no,None
57,technician,married,secondary,no,1753,yes,no,cellular,7,may,539,unknown,no,None
34,services,married,secondary,no,1182,yes,no,unknown,28,may,124,unknown,no,None
48,technician,married,primary,no,788,no,no,telephone,9,jul,36,unknown,no,None
35,admin.,married,secondary,no,0,no,no,cellular,7,jul,78,unknown,no,None
40,blue-collar,married,primary,yes,-509,yes,no,unknown,23,may,298,unknown,no,None
48,services,divorced,primary,no,-110,no,yes,unknown,19,jun,164,unknown,no,None
54,blue-collar,married,primary,no,244,yes,no,cellular,29,jul,337,unknown,no,None
49,services,divorced,secondary,no,933,no,yes,cellular,29,jul,92,unknown,no,None
38,technician,married,tertiary,no,940,no,no,cellular,12,aug,191,unknown,no,None
44,unemployed,married,secondary,yes,-505,yes,no,unknown,3,jun,113,unknown,no,None
60,admin.,married,secondary,no,7336,no,no,cellular,31,mar,494,unknown,no,None
55,services,single,secondary,no,-40,yes,no,unknown,12,may,178,unknown,no,None
27,student,single,primary,yes,25,no,no,unknown,28,aug,8,unknown,no,None
33,management,single,secondary,no,0,no,no,unknown,20,may,190,unknown,no,None
32,technician,married,secondary,no,5,yes,no,cellular,17,nov,114,unknown,no,None
51,blue-collar,married,secondary,no,-92,yes,no,unknown,4,jun,28,unknown,no,None
49,blue-collar,married,primary,no,2356,no,yes,telephone,14,jul,236,unknown,no,None
42,blue-collar,married,secondary,no,3,yes,no,cellular,12,may,118,unknown,no,None
35,services,married,secondary,no,128,yes,no,cellular,12,may,136,unknown,no,None
54,technician,married,secondary,no,827,no,yes,unknown,20,jun,294,unknown,no,None
35,technician,married,tertiary,no,25,no,no,cellular,27,aug,219,unknown,no,None
41,blue-collar,married,secondary,no,140,yes,no,cellular,29,jan,636,unknown,no,None
36,technician,married,secondary,no,3,no,no,cellular,20,aug,100,unknown,no,None
51,self-employed,married,secondary,no,4920,no,no,telephone,2,jun,392,unknown,no,None
59,unknown,single,secondary,no,3237,no,no,unknown,6,jun,100,unknown,no,None
37,admin.,single,tertiary,no,869,no,no,cellular,30,jul,60,unknown,no,None
60,technician,divorced,tertiary,no,1900,yes,no,unknown,29,may,77,unknown,no,None
40,management,married,tertiary,no,413,yes,no,unknown,14,may,150,unknown,no,None
27,blue-collar,married,primary,yes,-588,no,no,unknown,13,may,531,unknown,no,None
34,housemaid,married,secondary,yes,0,no,no,cellular,21,aug,398,unknown,no,None
41,technician,married,secondary,no,2490,yes,no,unknown,21,may,115,unknown,no,None
34,admin.,married,secondary,no,560,yes,no,unknown,5,may,198,unknown,no,None
56,blue-collar,married,primary,no,826,yes,no,cellular,21,jul,853,unknown,no,None
47,student,single,unknown,no,107,no,no,telephone,15,jul,119,unknown,no,None
32,blue-collar,married,secondary,no,320,yes,yes,cellular,3,feb,22,unknown,no,None
37,blue-collar,married,secondary,yes,-399,yes,yes,unknown,3,jun,21,unknown,no,None
25,student,single,secondary,no,703,no,no,cellular,5,may,1100,unknown,no,None
29,technician,divorced,secondary,no,328,yes,yes,cellular,4,feb,25,unknown,no,None
48,management,divorced,tertiary,no,148,no,no,cellular,12,aug,152,unknown,no,None
31,blue-collar,married,secondary,no,64,yes,no,cellular,18,jul,302,unknown,no,None
28,management,single,tertiary,no,4013,yes,no,unknown,4,jun,386,unknown,no,None
32,management,married,tertiary,no,0,no,no,unknown,9,may,280,unknown,no,None
32,blue-collar,married,primary,no,902,yes,no,unknown,27,may,106,unknown,no,None
30,blue-collar,married,secondary,no,2850,no,no,unknown,8,may,181,unknown,no,None
54,management,married,tertiary,no,313,yes,no,unknown,5,may,83,unknown,no,None
41,blue-collar,married,secondary,no,923,yes,no,unknown,14,may,249,unknown,no,None
35,admin.,single,primary,no,8,yes,no,unknown,16,may,148,unknown,no,None
44,technician,married,secondary,no,945,yes,no,cellular,4,aug,190,unknown,no,None
52,blue-collar,married,secondary,no,5828,yes,no,telephone,13,may,276,unknown,no,None
60,retired,married,primary,no,6307,yes,no,unknown,11,jun,362,unknown,no,None
32,management,single,tertiary,no,537,no,no,unknown,29,may,187,unknown,no,None
41,blue-collar,married,secondary,no,393,yes,yes,cellular,10,jul,122,unknown,no,None
54,blue-collar,divorced,primary,no,215,yes,no,unknown,4,jun,71,unknown,no,None
30,blue-collar,single,secondary,no,132,yes,no,unknown,16,may,329,unknown,no,None
36,technician,single,secondary,no,35,no,no,cellular,29,aug,493,unknown,no,None
32,technician,single,secondary,no,129,yes,no,cellular,7,may,213,unknown,no,None
34,management,married,tertiary,no,0,no,no,cellular,6,aug,139,unknown,no,None
43,admin.,married,secondary,no,315,no,no,cellular,23,jul,129,unknown,no,None
31,management,divorced,tertiary,no,883,yes,no,cellular,19,nov,168,unknown,no,None
37,technician,married,secondary,no,1120,yes,no,unknown,30,may,103,unknown,no,None
51,technician,divorced,secondary,no,0,yes,no,unknown,28,may,463,unknown,no,None
52,blue-collar,married,secondary,no,1117,yes,no,cellular,13,may,365,unknown,no,None
57,blue-collar,married,secondary,no,773,yes,yes,unknown,18,jun,97,unknown,no,None
32,technician,single,tertiary,no,390,yes,no,unknown,23,may,85,unknown,no,None
47,admin.,married,secondary,no,1358,yes,no,cellular,14,may,80,unknown,no,None
31,management,married,tertiary,no,216,no,no,cellular,22,jul,47,unknown,no,None
27,blue-collar,single,secondary,no,317,yes,no,unknown,20,may,16,unknown,no,None
31,blue-collar,single,primary,no,2369,yes,no,cellular,18,may,87,unknown,no,None
36,admin.,divorced,tertiary,no,125,yes,no,unknown,26,may,172,unknown,no,None
44,blue-collar,married,primary,no,6,no,no,cellular,10,jul,338,unknown,no,None
34,blue-collar,married,primary,no,15841,yes,no,cellular,20,apr,423,unknown,no,None
32,housemaid,married,primary,no,51,yes,no,cellular,12,may,324,unknown,no,None
52,management,married,secondary,no,0,yes,yes,unknown,27,may,62,unknown,no,None
60,retired,divorced,primary,no,-79,yes,yes,cellular,29,jan,192,unknown,no,None
30,services,single,secondary,no,1881,no,yes,unknown,26,jun,29,unknown,no,None
48,blue-collar,married,primary,no,456,yes,yes,unknown,19,may,289,unknown,no,None
39,management,married,primary,no,1873,no,no,unknown,9,jun,161,unknown,no,None
59,management,divorced,tertiary,no,0,yes,no,cellular,31,jul,52,unknown,no,None
42,admin.,married,secondary,no,445,yes,no,unknown,7,may,202,unknown,no,None
77,retired,married,secondary,no,2123,no,no,telephone,4,feb,141,unknown,no,None
29,technician,married,secondary,no,767,yes,no,cellular,5,feb,253,unknown,no,None
49,technician,divorced,secondary,no,229,no,no,cellular,8,aug,219,unknown,no,None
57,retired,married,secondary,no,3783,yes,no,unknown,6,jun,198,unknown,no,None
37,blue-collar,married,secondary,no,140,yes,yes,cellular,7,may,490,unknown,no,None
63,retired,divorced,secondary,no,859,no,no,cellular,13,feb,92,unknown,no,None
37,technician,married,secondary,no,261,no,no,cellular,29,aug,301,unknown,no,None
37,services,married,secondary,no,50,yes,no,unknown,8,may,352,unknown,no,None
52,admin.,married,secondary,no,-462,yes,no,cellular,9,feb,172,unknown,no,None
60,retired,married,secondary,no,0,no,no,cellular,5,aug,143,unknown,no,None
36,technician,married,secondary,no,283,yes,yes,unknown,27,jun,56,unknown,no,None
48,self-employed,married,secondary,no,91,no,no,cellular,21,aug,136,unknown,no,None
47,entrepreneur,married,tertiary,no,0,no,no,telephone,18,nov,103,unknown,no,None
56,management,divorced,tertiary,no,442,no,no,unknown,28,may,77,unknown,no,None
45,blue-collar,married,secondary,no,0,no,no,cellular,30,jul,25,unknown,no,None
56,blue-collar,married,secondary,no,316,yes,no,unknown,19,may,27,unknown,no,None
59,technician,married,secondary,no,316,no,no,cellular,14,aug,200,unknown,no,None
34,management,married,tertiary,no,402,no,no,cellular,26,may,147,unknown,no,None
45,unemployed,single,primary,no,8725,no,no,cellular,8,jul,286,unknown,no,None
32,technician,married,unknown,no,102,yes,no,unknown,21,may,12,unknown,no,None
60,self-employed,married,secondary,no,0,no,no,unknown,6,jun,97,unknown,no,None
54,blue-collar,divorced,secondary,no,615,no,yes,cellular,20,nov,230,unknown,no,None
41,services,married,secondary,no,0,yes,no,unknown,5,may,114,unknown,no,None
40,technician,married,secondary,no,990,yes,no,cellular,6,feb,252,unknown,no,None
40,services,divorced,primary,no,1937,yes,no,unknown,2,jun,86,unknown,no,None
29,technician,married,secondary,no,428,no,no,cellular,14,jul,131,unknown,no,None
28,technician,married,secondary,no,655,yes,no,unknown,9,may,179,unknown,no,None
35,management,married,tertiary,no,16,no,no,cellular,19,nov,185,unknown,no,None
33,management,single,tertiary,no,20,no,no,cellular,21,aug,329,unknown,no,None
50,retired,married,primary,no,29,no,no,unknown,20,jun,135,unknown,no,None
56,management,married,primary,no,-155,yes,no,cellular,17,nov,282,unknown,no,None
37,management,single,tertiary,no,340,no,no,cellular,11,aug,90,unknown,no,None
53,technician,married,secondary,no,1776,no,no,unknown,18,jun,443,unknown,no,None
27,blue-collar,single,secondary,no,23,no,no,cellular,26,feb,590,unknown,no,None
46,technician,married,secondary,no,863,yes,no,cellular,3,feb,67,unknown,no,None
36,blue-collar,divorced,secondary,no,7051,no,yes,cellular,15,jul,106,unknown,no,None
37,admin.,married,secondary,no,1049,no,no,cellular,31,jul,126,unknown,no,None
40,blue-collar,married,primary,no,137,no,yes,cellular,10,jul,214,unknown,no,None
48,blue-collar,married,primary,no,783,no,yes,cellular,6,aug,90,unknown,no,None
39,technician,married,primary,no,2118,yes,no,cellular,17,apr,266,unknown,no,None
37,management,single,tertiary,no,10269,yes,no,cellular,18,may,28,unknown,no,None
35,blue-collar,divorced,primary,no,13,no,yes,cellular,9,jul,364,unknown,no,None
37,management,single,tertiary,no,0,no,no,cellular,7,jul,643,unknown,no,None
32,entrepreneur,married,secondary,no,1996,yes,no,cellular,18,nov,271,unknown,no,None
31,admin.,single,secondary,no,1129,yes,no,cellular,18,may,145,unknown,no,None
36,housemaid,single,tertiary,no,561,no,no,unknown,6,jun,274,unknown,no,None
36,management,married,tertiary,no,539,no,no,cellular,11,aug,176,unknown,no,None
45,admin.,married,secondary,no,6971,no,no,cellular,22,may,119,unknown,no,None
58,housemaid,married,tertiary,no,497,no,no,unknown,11,jun,138,unknown,no,None
34,management,married,tertiary,no,362,yes,no,unknown,30,may,38,unknown,no,None
51,blue-collar,married,primary,no,4497,yes,no,unknown,15,may,276,unknown,no,None
38,technician,single,tertiary,no,2496,no,no,unknown,17,jun,193,unknown,no,None
57,technician,married,primary,no,0,no,no,unknown,5,jun,58,unknown,no,None
45,management,married,tertiary,no,1199,no,no,telephone,3,feb,221,unknown,no,None
48,admin.,married,unknown,no,3756,no,no,cellular,14,aug,65,unknown,no,None
39,blue-collar,single,secondary,no,1170,no,no,unknown,6,jun,383,unknown,no,None
35,technician,married,tertiary,no,944,no,no,cellular,8,aug,351,unknown,no,None
58,management,divorced,tertiary,no,50,yes,no,unknown,3,jun,109,unknown,no,None
36,management,single,tertiary,no,171,no,no,unknown,17,jun,398,unknown,no,None
43,services,married,secondary,no,122,yes,no,cellular,5,may,355,unknown,no,None
34,blue-collar,divorced,secondary,no,1780,yes,no,unknown,2,jun,187,unknown,no,None
52,technician,married,secondary,no,136,no,no,cellular,28,aug,88,unknown,no,None
36,unknown,married,secondary,no,179,no,no,cellular,8,aug,14,unknown,no,None
32,blue-collar,single,secondary,no,232,no,no,unknown,13,dec,232,unknown,no,None
23,student,single,tertiary,no,82,no,no,cellular,4,may,289,unknown,no,None
57,blue-collar,married,primary,no,630,yes,no,unknown,29,may,52,unknown,no,None
43,blue-collar,married,primary,yes,1202,no,no,unknown,30,may,295,unknown,no,None
33,admin.,single,tertiary,no,867,yes,no,cellular,14,apr,247,unknown,no,None
45,management,divorced,tertiary,no,6200,no,no,cellular,29,jul,103,unknown,no,None
41,self-employed,single,unknown,no,426,yes,no,unknown,19,jun,75,unknown,no,None
47,management,divorced,tertiary,no,107,no,no,unknown,15,may,246,unknown,no,None
39,services,divorced,secondary,yes,-96,yes,yes,telephone,12,may,38,unknown,no,None
47,blue-collar,married,secondary,no,581,yes,no,cellular,26,aug,79,unknown,no,None
57,technician,married,secondary,no,402,yes,no,unknown,6,may,153,unknown,no,None
52,blue-collar,married,secondary,no,555,yes,no,cellular,12,may,314,unknown,no,None
45,admin.,married,secondary,no,67,no,no,cellular,5,feb,326,unknown,no,None
32,self-employed,married,secondary,no,1942,yes,no,unknown,30,may,84,unknown,no,None
31,technician,single,secondary,no,373,no,no,cellular,22,aug,346,unknown,no,None
25,blue-collar,single,secondary,no,84,yes,no,cellular,18,may,6,unknown,no,None
30,technician,married,secondary,no,394,no,no,cellular,22,aug,216,unknown,no,None
33,blue-collar,married,primary,no,925,no,no,cellular,20,nov,884,unknown,no,None
29,blue-collar,married,secondary,no,0,yes,no,cellular,11,may,116,unknown,no,None
55,retired,married,secondary,no,6690,no,no,cellular,30,apr,534,unknown,no,None
51,admin.,married,secondary,no,4178,yes,no,unknown,30,may,556,unknown,no,None
68,retired,married,secondary,no,20723,yes,no,cellular,28,apr,318,unknown,no,None
29,services,single,secondary,no,887,no,no,cellular,4,feb,343,unknown,no,None
35,self-employed,married,secondary,no,598,yes,no,cellular,20,apr,245,unknown,no,None
39,management,divorced,secondary,no,4314,yes,no,cellular,20,nov,141,unknown,no,None
47,technician,married,tertiary,no,2155,no,no,unknown,20,jun,178,unknown,no,None
22,management,single,tertiary,no,760,no,no,telephone,7,dec,6,unknown,no,None
44,admin.,married,secondary,no,1248,yes,yes,cellular,8,may,428,unknown,no,None
56,services,divorced,secondary,no,191,no,no,cellular,23,jul,335,unknown,no,None
56,management,married,secondary,no,230,no,no,unknown,9,may,73,unknown,no,None
54,management,divorced,tertiary,no,7010,no,no,cellular,11,mar,275,unknown,no,None
36,blue-collar,married,secondary,no,3935,yes,yes,unknown,27,may,220,unknown,no,None
51,technician,divorced,secondary,no,2323,yes,yes,cellular,18,aug,151,unknown,no,None
31,management,married,tertiary,no,84,no,yes,unknown,1,jul,143,unknown,no,None
23,technician,single,secondary,no,4545,no,no,cellular,3,jun,200,unknown,no,None
21,student,single,unknown,no,200,no,no,unknown,1,jun,8,unknown,no,None
45,admin.,single,secondary,no,206,yes,no,unknown,5,may,193,unknown,no,None
51,technician,married,secondary,no,2937,no,no,telephone,21,nov,30,unknown,no,None
36,unemployed,single,tertiary,no,221,no,no,cellular,3,feb,225,unknown,no,None
41,technician,married,secondary,no,102,yes,yes,unknown,14,may,387,unknown,no,None
57,retired,married,secondary,no,519,yes,no,unknown,3,jun,393,unknown,no,None
